cluster_id,profile_file,row_in_file,radius_deg,radius_arcsec,pm_disp_p02_masyr,pm_disp_p16_masyr,pm_disp_p50_masyr,pm_disp_p84_masyr,pm_disp_p98_masyr,pm_rot_p02_masyr,pm_rot_p16_masyr,pm_rot_p50_masyr,pm_rot_p84_masyr,pm_rot_p98_masyr,pm_rot_aux_masyr
NGC6205,profiles/NGC_6205_M_13.txt,101,0.416667,1500.0012,0.0525214,0.0634285,0.0754799,0.0866304,0.0950948,-0.00721222,0.0067871,0.0215923,0.0358842,0.0498055,0.000728004
NGC6218,profiles/NGC_6218_M_12.txt,1,0.0,0.0,0.171756,0.191246,0.216801,0.251771,0.299192,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
NGC6218,profiles/NGC_6218_M_12.txt,2,0.0025,9.0,0.171434,0.189731,0.213139,0.24542,0.288062,0.00117155,0.00212722,0.00306105,0.00399158,0.00487803,0.00257258
NGC6218,profiles/NGC_6218_M_12.txt,3,0.005,18.0,0.171172,0.187813,0.209647,0.239033,0.276664,0.00233314,0.00424087,0.00609586,0.00794509,0.00971159,0.00509693
NGC6218,profiles/NGC_6218_M_12.txt,4,0.0075,27.0,0.171008,0.186163,0.206043,0.232766,0.265653,0.00347481,0.0063187,0.00907775,0.0118251,0.0144555,0.00752777
NGC6218,profiles/NGC_6218_M_12.txt,5,0.01,36.0,0.170785,0.18455,0.20248,0.226469,0.255271,0.00458659,0.00835442,0.0119751,0.0155967,0.0190563,0.00982539
NGC6218,profiles/NGC_6218_M_12.txt,6,0.0125,45.0,0.17024,0.18305,0.198749,0.220111,0.245407,0.00565852,0.010338,0.0147709,0.0192172,0.0234601,0.0119576
NGC6218,profiles/NGC_6218_M_12.txt,7,0.015,54.0,0.169496,0.181518,0.195258,0.213967,0.235721,0.00668064,0.0122581,0.0174272,0.0226367,0.0276237,0.0139007
NGC6218,profiles/NGC_6218_M_12.txt,8,0.0175,63.00000000000001,0.168671,0.179343,0.191694,0.20822,0.226251,0.00769295,0.0140592,0.0199553,0.0258782,0.0314562,0.0156398
NGC6218,profiles/NGC_6218_M_12.txt,9,0.02,72.0,0.167711,0.177475,0.188291,0.202749,0.217467,0.00877413,0.0157343,0.0222526,0.0288795,0.0350022,0.0171685
NGC6218,profiles/NGC_6218_M_12.txt,10,0.0225,81.0,0.166612,0.17524,0.18478,0.19728,0.208827,0.00970723,0.0173289,0.0243647,0.0315335,0.038294,0.0184875
NGC6218,profiles/NGC_6218_M_12.txt,11,0.025,90.0,0.165189,0.173052,0.181556,0.191883,0.201977,0.0106082,0.0187538,0.0262513,0.0338794,0.0410394,0.0196034
NGC6218,profiles/NGC_6218_M_12.txt,12,0.0275,99.0,0.163038,0.170523,0.178119,0.18717,0.195402,0.0113283,0.0200404,0.0278659,0.0358901,0.0433704,0.0205275
NGC6218,profiles/NGC_6218_M_12.txt,13,0.03,108.0,0.160357,0.167832,0.17489,0.182884,0.189741,0.0121039,0.0211616,0.0291583,0.0374828,0.045239,0.021274
NGC6218,profiles/NGC_6218_M_12.txt,14,0.0325,117.0,0.157936,0.16505,0.171611,0.178839,0.18535,0.0127946,0.0219904,0.030114,0.0386322,0.0466526,0.0218588
NGC6218,profiles/NGC_6218_M_12.txt,15,0.035,126.0,0.155211,0.162051,0.168353,0.175078,0.18113,0.013389,0.0225509,0.0307945,0.0393071,0.0474211,0.0222988
NGC6218,profiles/NGC_6218_M_12.txt,16,0.0375,135.0,0.152882,0.159072,0.165321,0.171588,0.177333,0.0139529,0.0227936,0.0310172,0.0395273,0.0476774,0.0226109
NGC6218,profiles/NGC_6218_M_12.txt,17,0.04,144.0,0.150562,0.156167,0.162541,0.168517,0.173952,0.0143826,0.0228684,0.030939,0.0392655,0.0472991,0.0228111
NGC6218,profiles/NGC_6218_M_12.txt,18,0.0425,153.0,0.148229,0.153527,0.159716,0.165448,0.170745,0.0146421,0.0226592,0.0305293,0.0385242,0.0466668,0.0229148
NGC6218,profiles/NGC_6218_M_12.txt,19,0.045,162.0,0.146113,0.150885,0.156983,0.162369,0.167649,0.0143791,0.0221748,0.0299131,0.0375869,0.0454987,0.0229359
NGC6218,profiles/NGC_6218_M_12.txt,20,0.0475,171.0,0.144015,0.148507,0.154283,0.159443,0.164586,0.0142517,0.021642,0.0290898,0.0363543,0.0439438,0.0228869
NGC6218,profiles/NGC_6218_M_12.txt,21,0.05,180.0,0.14173,0.146235,0.151808,0.156636,0.161717,0.0137252,0.0208532,0.0279295,0.0350046,0.0421047,0.0227792
NGC6218,profiles/NGC_6218_M_12.txt,22,0.0525,189.0,0.13958,0.143958,0.149229,0.153921,0.158783,0.0132565,0.0198278,0.0267745,0.0335838,0.0402774,0.0226227
NGC6218,profiles/NGC_6218_M_12.txt,23,0.055,198.0,0.13752,0.141845,0.146745,0.151332,0.156199,0.012167,0.0186919,0.0253522,0.0319825,0.038294,0.0224261
NGC6218,profiles/NGC_6218_M_12.txt,24,0.0575,207.0,0.135262,0.139656,0.14439,0.148904,0.153705,0.0108393,0.0173395,0.0239098,0.030589,0.0367912,0.0221969
NGC6218,profiles/NGC_6218_M_12.txt,25,0.06,216.0,0.132898,0.137365,0.142142,0.146742,0.151713,0.00952413,0.0158846,0.0224611,0.0291344,0.0353727,0.0219415
NGC6218,profiles/NGC_6218_M_12.txt,26,0.0625,225.0,0.130369,0.135157,0.139826,0.144646,0.149789,0.00804898,0.01423,0.0210778,0.0277875,0.0341178,0.0216656
NGC6218,profiles/NGC_6218_M_12.txt,27,0.065,234.0,0.127918,0.132778,0.137539,0.142799,0.147961,0.00639117,0.0127323,0.0197236,0.0264069,0.0331821,0.0213738
NGC6218,profiles/NGC_6218_M_12.txt,28,0.0675,243.00000000000003,0.125405,0.130323,0.135509,0.141054,0.146083,0.00483901,0.0112631,0.0185265,0.0252564,0.0323697,0.0210702
NGC6218,profiles/NGC_6218_M_12.txt,29,0.07,252.00000000000003,0.122946,0.128062,0.133488,0.139289,0.144186,0.00308363,0.00990061,0.0173027,0.0243043,0.0317239,0.020758
NGC6218,profiles/NGC_6218_M_12.txt,30,0.0725,261.0,0.120407,0.125809,0.131447,0.137469,0.142416,0.00193153,0.0087266,0.016196,0.023371,0.030959,0.0204402
NGC6218,profiles/NGC_6218_M_12.txt,31,0.075,270.0,0.118398,0.123771,0.129411,0.135552,0.14073,0.000831667,0.00768771,0.0153094,0.0224744,0.0300822,0.020119
NGC6218,profiles/NGC_6218_M_12.txt,32,0.0775,279.0,0.116447,0.121746,0.127347,0.133625,0.138683,-0.000228218,0.00680945,0.0146589,0.0218606,0.0295151,0.0197966
NGC6218,profiles/NGC_6218_M_12.txt,33,0.08,288.0,0.114581,0.119684,0.125313,0.131555,0.136736,-0.00101191,0.00634047,0.0140432,0.0212745,0.0290266,0.0194744
NGC6218,profiles/NGC_6218_M_12.txt,34,0.0825,297.0,0.112874,0.117691,0.123322,0.12927,0.134799,-0.00154769,0.0059294,0.0135441,0.0208238,0.0285377,0.0191539
NGC6218,profiles/NGC_6218_M_12.txt,35,0.085,306.0,0.111314,0.115814,0.121367,0.127259,0.132642,-0.00194111,0.00567712,0.0132834,0.020603,0.0281294,0.0188361
NGC6218,profiles/NGC_6218_M_12.txt,36,0.0875,315.0,0.109857,0.114008,0.119447,0.125236,0.130535,-0.00208243,0.00558377,0.0130391,0.0203949,0.0277626,0.0185219
NGC6218,profiles/NGC_6218_M_12.txt,37,0.09,324.0,0.108335,0.112228,0.117583,0.123239,0.128423,-0.00203574,0.00557973,0.0129083,0.0202888,0.0276344,0.0182119
NGC6218,profiles/NGC_6218_M_12.txt,38,0.0925,333.0,0.106622,0.110549,0.115541,0.121093,0.126404,-0.00202113,0.00554593,0.0129748,0.0203067,0.0274857,0.0179069
NGC6218,profiles/NGC_6218_M_12.txt,39,0.095,342.0,0.104855,0.108954,0.113659,0.11924,0.124454,-0.00207695,0.00578041,0.0131619,0.0203981,0.0275922,0.0176072
NGC6218,profiles/NGC_6218_M_12.txt,40,0.0975,351.0,0.102774,0.107217,0.111894,0.117472,0.122506,-0.00205638,0.00597154,0.0133456,0.020484,0.0276853,0.0173131
NGC6218,profiles/NGC_6218_M_12.txt,41,0.1,360.0,0.10063,0.10554,0.110231,0.115689,0.120732,-0.00164574,0.00612034,0.0137093,0.0207353,0.0281081,0.0170248
NGC6218,profiles/NGC_6218_M_12.txt,42,0.1025,369.0,0.0986408,0.103886,0.108578,0.113977,0.118936,-0.00139282,0.00621393,0.0139794,0.0210564,0.0289191,0.0167427
NGC6218,profiles/NGC_6218_M_12.txt,43,0.105,378.0,0.0965547,0.102263,0.106959,0.112341,0.117547,-0.0014639,0.00636517,0.0142379,0.0215384,0.0296275,0.0164666
NGC6218,profiles/NGC_6218_M_12.txt,44,0.1075,387.0,0.0941582,0.100614,0.105475,0.110845,0.11631,-0.00131186,0.00649306,0.0145875,0.0220051,0.0303879,0.0161968
NGC6218,profiles/NGC_6218_M_12.txt,45,0.11,396.0,0.0924163,0.0989658,0.103934,0.109426,0.115239,-0.00113964,0.00679992,0.014951,0.0225546,0.0309598,0.0159332
NGC6218,profiles/NGC_6218_M_12.txt,46,0.1125,405.0,0.0904828,0.0972493,0.102518,0.107895,0.11411,-0.00128033,0.00701957,0.0152995,0.0231035,0.0313526,0.0156758
NGC6218,profiles/NGC_6218_M_12.txt,47,0.115,414.0,0.0888241,0.0957228,0.101153,0.106664,0.112814,-0.00140393,0.00718602,0.0157015,0.0236582,0.0318986,0.0154245
NGC6218,profiles/NGC_6218_M_12.txt,48,0.1175,423.0,0.0874035,0.0943361,0.099892,0.105363,0.111403,-0.00163389,0.00725197,0.0159678,0.0241587,0.0327279,0.0151794
NGC6218,profiles/NGC_6218_M_12.txt,49,0.12,432.0,0.0860787,0.0931112,0.0986505,0.104268,0.110427,-0.00194097,0.00733279,0.0161012,0.0247578,0.0335142,0.0149403
NGC6218,profiles/NGC_6218_M_12.txt,50,0.1225,441.0,0.0849137,0.0917819,0.0974389,0.103108,0.109289,-0.00214607,0.007367,0.0162779,0.0252963,0.034075,0.014707
NGC6218,profiles/NGC_6218_M_12.txt,51,0.125,450.0,0.0836222,0.090531,0.0961482,0.102012,0.108332,-0.00229109,0.00742522,0.0163949,0.0257102,0.0347518,0.0144796
NGC6218,profiles/NGC_6218_M_12.txt,52,0.1275,459.0,0.0824076,0.0892984,0.0949307,0.100918,0.107206,-0.00237529,0.0075283,0.0165394,0.0258972,0.0351116,0.0142578
NGC6218,profiles/NGC_6218_M_12.txt,53,0.13,468.0,0.0813273,0.0880583,0.0937618,0.0997929,0.1061,-0.00243065,0.00763756,0.0167024,0.0261589,0.0352279,0.0140415
NGC6218,profiles/NGC_6218_M_12.txt,54,0.1325,477.0,0.080087,0.0868809,0.0926559,0.098738,0.104737,-0.00254987,0.00768742,0.0168337,0.0263421,0.0355299,0.0138307
NGC6218,profiles/NGC_6218_M_12.txt,55,0.135,486.00000000000006,0.078815,0.0855874,0.0915243,0.0977134,0.10378,-0.00259403,0.00756552,0.0169347,0.0264839,0.0355049,0.0136251
NGC6218,profiles/NGC_6218_M_12.txt,56,0.1375,495.00000000000006,0.0776592,0.0844051,0.090405,0.0967453,0.10273,-0.0026028,0.00762927,0.0170107,0.0265459,0.0355858,0.0134247
NGC6218,profiles/NGC_6218_M_12.txt,57,0.14,504.00000000000006,0.0764523,0.0832207,0.089339,0.095695,0.101987,-0.00257271,0.00775476,0.0170123,0.0266343,0.0353686,0.0132292
NGC6218,profiles/NGC_6218_M_12.txt,58,0.1425,513.0,0.0752239,0.0819303,0.0883179,0.0947785,0.101158,-0.00268655,0.00765429,0.0170656,0.0267072,0.0355308,0.0130387
NGC6218,profiles/NGC_6218_M_12.txt,59,0.145,522.0,0.0739711,0.0807392,0.0873459,0.0937517,0.100225,-0.00266117,0.00766262,0.0171133,0.0267517,0.0356454,0.0128528
NGC6218,profiles/NGC_6218_M_12.txt,60,0.1475,531.0,0.0728417,0.0795539,0.0863993,0.0928366,0.0993292,-0.00257312,0.00766115,0.0171474,0.0266914,0.0357964,0.0126715
NGC6218,profiles/NGC_6218_M_12.txt,61,0.15,540.0,0.071757,0.0784899,0.0854252,0.0919761,0.098714,-0.00255043,0.0075689,0.0170825,0.0265237,0.0357084,0.0124947
NGC6218,profiles/NGC_6218_M_12.txt,62,0.1525,549.0,0.0706425,0.0774674,0.0844659,0.0911746,0.0979697,-0.00266892,0.00743962,0.0169412,0.0264307,0.0358076,0.0123222
NGC6218,profiles/NGC_6218_M_12.txt,63,0.155,558.0,0.0696679,0.0763523,0.0835132,0.0902949,0.0970879,-0.00305044,0.00734772,0.0168646,0.0264005,0.0357147,0.0121539
NGC6218,profiles/NGC_6218_M_12.txt,64,0.1575,567.0,0.0685674,0.0753253,0.0825321,0.0894588,0.0964708,-0.00343229,0.00708985,0.0167466,0.0263558,0.0353457,0.0119897
NGC6218,profiles/NGC_6218_M_12.txt,65,0.16,576.0,0.0674802,0.0742631,0.0815433,0.0886464,0.0960271,-0.00383532,0.00701758,0.0165793,0.0263877,0.0353975,0.0118294
NGC6218,profiles/NGC_6218_M_12.txt,66,0.1625,585.0,0.0664835,0.0732488,0.0805694,0.0878993,0.095704,-0.00427026,0.00688392,0.0163297,0.0262933,0.0352267,0.0116729
NGC6218,profiles/NGC_6218_M_12.txt,67,0.165,594.0,0.0653406,0.0723257,0.0796863,0.0872554,0.0952865,-0.00483453,0.00639162,0.0162009,0.0263252,0.0348982,0.0115202
NGC6218,profiles/NGC_6218_M_12.txt,68,0.1675,603.0,0.0641076,0.0713728,0.0788394,0.0867094,0.0948621,-0.00540686,0.00577105,0.015991,0.0262985,0.0354131,0.011371
NGC6218,profiles/NGC_6218_M_12.txt,69,0.17,612.0,0.0629941,0.070349,0.0780401,0.0861533,0.0944567,-0.00594021,0.00537891,0.015892,0.0261139,0.0357236,0.0112253
NGC6218,profiles/NGC_6218_M_12.txt,70,0.1725,621.0,0.0620728,0.0694382,0.0773278,0.0855925,0.0938595,-0.00668801,0.00486114,0.0156515,0.0260591,0.0363885,0.0110831
NGC6218,profiles/NGC_6218_M_12.txt,71,0.175,630.0,0.0609816,0.068549,0.0765283,0.0849947,0.0937418,-0.0076733,0.00438962,0.0152712,0.0260535,0.0364687,0.010944
NGC6218,profiles/NGC_6218_M_12.txt,72,0.1775,639.0,0.0600718,0.0675304,0.0757837,0.0845339,0.0935612,-0.00854952,0.00383491,0.015099,0.0260254,0.0367885,0.0108082
NGC6218,profiles/NGC_6218_M_12.txt,73,0.18,648.0,0.059149,0.0666847,0.07505,0.0841403,0.0933347,-0.00928235,0.00354893,0.0148171,0.0261553,0.0371142,0.0106755
NGC6218,profiles/NGC_6218_M_12.txt,74,0.1825,657.0,0.0578813,0.0658576,0.0742842,0.0837756,0.0931033,-0.0103996,0.0027177,0.0146483,0.0262659,0.0374565,0.0105457
NGC6218,profiles/NGC_6218_M_12.txt,75,0.185,666.0,0.0571186,0.0650834,0.0735953,0.0833541,0.0928194,-0.0111417,0.00216905,0.0145658,0.0263151,0.0381531,0.0104189
NGC6218,profiles/NGC_6218_M_12.txt,76,0.1875,675.0,0.0560962,0.0641843,0.0730222,0.0830667,0.0926449,-0.0119522,0.00133246,0.014341,0.0265204,0.0386607,0.0102948
NGC6218,profiles/NGC_6218_M_12.txt,77,0.19,684.0,0.055018,0.0634135,0.0723573,0.0826427,0.0925342,-0.0131142,0.000644396,0.0141364,0.0267681,0.0394977,0.0101735
NGC6218,profiles/NGC_6218_M_12.txt,78,0.1925,693.0,0.0540676,0.0626315,0.0718234,0.0824118,0.0924247,-0.0142273,0.000106806,0.0141077,0.026763,0.0402655,0.0100548
NGC6218,profiles/NGC_6218_M_12.txt,79,0.195,702.0,0.053065,0.0618098,0.0712843,0.0821921,0.092405,-0.0154545,-0.000555879,0.0137147,0.0269853,0.0408944,0.00993875
NGC6218,profiles/NGC_6218_M_12.txt,80,0.1975,711.0,0.051908,0.0610363,0.070729,0.0819644,0.0923876,-0.0167287,-0.00117946,0.0134341,0.0272574,0.0411753,0.00982515
NGC6218,profiles/NGC_6218_M_12.txt,81,0.2,720.0,0.0510363,0.060343,0.0702145,0.0816501,0.0923722,-0.0180549,-0.00191167,0.0132483,0.027384,0.0418858,0.00971396
NGC6218,profiles/NGC_6218_M_12.txt,82,0.2025,729.0,0.0502029,0.0595827,0.0697765,0.0814906,0.0923587,-0.0193224,-0.00264744,0.0130708,0.0276515,0.042942,0.00960513
NGC6218,profiles/NGC_6218_M_12.txt,83,0.205,738.0,0.0494852,0.0589354,0.0693075,0.0812281,0.0923471,-0.0203244,-0.00318858,0.0127488,0.0278899,0.0434927,0.00949857
NGC6218,profiles/NGC_6218_M_12.txt,84,0.2075,747.0,0.048817,0.0582724,0.0689784,0.0811164,0.0923319,-0.0213888,-0.00391469,0.0125941,0.0281184,0.0440988,0.00939423
NGC6218,profiles/NGC_6218_M_12.txt,85,0.21,756.0,0.0480862,0.0576566,0.0686737,0.0810088,0.0923123,-0.0225833,-0.00456505,0.0123995,0.0283374,0.0447699,0.00929204
NGC6218,profiles/NGC_6218_M_12.txt,86,0.2125,765.0,0.0473962,0.0571373,0.0683556,0.0809494,0.092296,-0.0234599,-0.00520937,0.0122131,0.0285243,0.0453477,0.00919194
NGC6218,profiles/NGC_6218_M_12.txt,87,0.215,774.0,0.0464881,0.0566263,0.068055,0.0808746,0.0922832,-0.0242586,-0.00573221,0.0121274,0.028732,0.0458254,0.00909387
NGC6218,profiles/NGC_6218_M_12.txt,88,0.2175,783.0,0.0457766,0.056148,0.0678558,0.0807962,0.0922736,-0.0249835,-0.00616426,0.0119481,0.0289044,0.0464458,0.00899777
NGC6218,profiles/NGC_6218_M_12.txt,89,0.22,792.0,0.0451814,0.0557657,0.0676246,0.0807092,0.0922662,-0.0257782,-0.00656078,0.0117619,0.0289753,0.0468203,0.00890358
NGC6218,profiles/NGC_6218_M_12.txt,90,0.2225,801.0,0.0446749,0.055266,0.0673824,0.0805798,0.0922606,-0.0264892,-0.00688616,0.0116529,0.0291518,0.0472136,0.00881126
NGC6218,profiles/NGC_6218_M_12.txt,91,0.225,810.0,0.0441608,0.0549512,0.0672835,0.0805261,0.0922567,-0.0270517,-0.00721172,0.0114759,0.0293417,0.0475826,0.00872075
NGC6218,profiles/NGC_6218_M_12.txt,92,0.2275,819.0,0.0438299,0.0547206,0.0671615,0.0805122,0.0922541,-0.0276045,-0.00759434,0.0113466,0.0294385,0.047727,0.008632
NGC6218,profiles/NGC_6218_M_12.txt,93,0.23,828.0,0.043531,0.0544937,0.0670532,0.0805048,0.0922496,-0.0281035,-0.0079534,0.0112358,0.029484,0.0480174,0.00854497
NGC6218,profiles/NGC_6218_M_12.txt,94,0.2325,837.0,0.043474,0.0543457,0.0669742,0.0804869,0.0922315,-0.0284012,-0.00814197,0.0112007,0.0295665,0.0481339,0.0084596
NGC6218,profiles/NGC_6218_M_12.txt,95,0.235,846.0,0.0433719,0.0542914,0.066942,0.0804861,0.0922187,-0.0285265,-0.00818259,0.0112229,0.029587,0.0481899,0.00837585
NGC6218,profiles/NGC_6218_M_12.txt,96,0.2375,855.0,0.0433427,0.0542726,0.0669363,0.0804861,0.0922149,-0.0285582,-0.00819676,0.0112184,0.0295913,0.0482189,0.00829368
NGC6218,profiles/NGC_6218_M_12.txt,97,0.24,864.0,0.0433427,0.0542726,0.0669363,0.0804861,0.0922149,-0.0285582,-0.00819676,0.0112184,0.0295913,0.0482189,0.00821305
NGC6218,profiles/NGC_6218_M_12.txt,98,0.2425,873.0,0.0433427,0.0542726,0.0669363,0.0804861,0.0922149,-0.0285582,-0.00819676,0.0112184,0.0295913,0.0482189,0.00813391
NGC6218,profiles/NGC_6218_M_12.txt,99,0.245,882.0,0.0433427,0.0542726,0.0669363,0.0804861,0.0922149,-0.0285582,-0.00819676,0.0112184,0.0295913,0.0482189,0.00805622
NGC6218,profiles/NGC_6218_M_12.txt,100,0.2475,891.0,0.0433427,0.0542726,0.0669363,0.0804861,0.0922149,-0.0285582,-0.00819676,0.0112184,0.0295913,0.0482189,0.00797996
NGC6218,profiles/NGC_6218_M_12.txt,101,0.25,900.0,0.0433427,0.0542726,0.0669363,0.0804861,0.0922149,-0.0285582,-0.00819676,0.0112184,0.0295913,0.0482189,0.00790507
NGC6254,profiles/NGC_6254_M_10.txt,1,0.0,0.0,0.198571,0.208038,0.227395,0.255977,0.281764,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
NGC6254,profiles/NGC_6254_M_10.txt,2,0.00333333,11.999988,0.198531,0.207943,0.225855,0.252014,0.275729,-0.000666293,0.000586171,0.00169319,0.00286511,0.00404345,0.00244663
NGC6254,profiles/NGC_6254_M_10.txt,3,0.00666667,24.000012,0.198503,0.207753,0.224229,0.247824,0.269476,-0.00131081,0.00117668,0.00337896,0.00569956,0.00804719,0.0048379
NGC6254,profiles/NGC_6254_M_10.txt,4,0.01,36.0,0.198443,0.207526,0.222587,0.243759,0.263134,-0.00192882,0.00177318,0.00505182,0.0084858,0.0119676,0.00712254
NGC6254,profiles/NGC_6254_M_10.txt,5,0.0133333,47.99988,0.19832,0.207136,0.220832,0.239558,0.257161,-0.00248026,0.00239377,0.00668712,0.0111942,0.0157224,0.00925685
NGC6254,profiles/NGC_6254_M_10.txt,6,0.0166667,60.00012,0.198111,0.20676,0.218978,0.235568,0.251101,-0.00294821,0.00302578,0.00828137,0.0137939,0.0192624,0.0112071
NGC6254,profiles/NGC_6254_M_10.txt,7,0.02,72.0,0.197841,0.206095,0.217265,0.231618,0.245466,-0.00330525,0.00365596,0.00982281,0.016224,0.0225941,0.0129507
NGC6254,profiles/NGC_6254_M_10.txt,8,0.0233333,83.99988,0.197367,0.205276,0.215313,0.22764,0.240036,-0.00345875,0.00429142,0.011276,0.0184996,0.0257303,0.0144759
NGC6254,profiles/NGC_6254_M_10.txt,9,0.0266667,96.00012,0.196663,0.20426,0.213006,0.223756,0.234813,-0.00354247,0.00509679,0.0126381,0.0205881,0.0284989,0.0157806
NGC6254,profiles/NGC_6254_M_10.txt,10,0.03,108.0,0.195757,0.202875,0.210833,0.220022,0.230252,-0.00338547,0.00581792,0.0139151,0.022508,0.0310152,0.0168711
NGC6254,profiles/NGC_6254_M_10.txt,11,0.0333333,119.99988,0.195,0.201351,0.208366,0.216279,0.225188,-0.003011,0.00653625,0.0151529,0.0241056,0.0331852,0.0177595
NGC6254,profiles/NGC_6254_M_10.txt,12,0.0366667,132.00012,0.193728,0.199556,0.205797,0.212772,0.220818,-0.0026587,0.00729811,0.0162926,0.0254876,0.0350827,0.0184619
NGC6254,profiles/NGC_6254_M_10.txt,13,0.04,144.0,0.192293,0.197386,0.203269,0.209336,0.216265,-0.00209713,0.00796021,0.0172129,0.0266963,0.0363122,0.0189969
NGC6254,profiles/NGC_6254_M_10.txt,14,0.0433333,155.99988,0.190082,0.195072,0.200566,0.205956,0.212499,-0.00112826,0.00877009,0.0180336,0.0274911,0.0371146,0.0193839
NGC6254,profiles/NGC_6254_M_10.txt,15,0.0466667,168.00011999999998,0.187369,0.192201,0.197544,0.202631,0.208465,8.08975e-05,0.00942185,0.0187536,0.0280595,0.0375937,0.0196421
NGC6254,profiles/NGC_6254_M_10.txt,16,0.05,180.0,0.184683,0.189107,0.194132,0.199306,0.204671,0.0012172,0.0102974,0.0192992,0.0283103,0.0376835,0.0197897
NGC6254,profiles/NGC_6254_M_10.txt,17,0.0533333,191.99988,0.181866,0.185897,0.190627,0.195566,0.200561,0.00250416,0.011151,0.0197101,0.0282803,0.0373079,0.0198436
NGC6254,profiles/NGC_6254_M_10.txt,18,0.0566667,204.00012,0.178696,0.182652,0.18703,0.191663,0.196416,0.00368507,0.0119314,0.0200719,0.0282836,0.0368482,0.0198192
NGC6254,profiles/NGC_6254_M_10.txt,19,0.06,216.0,0.175426,0.179231,0.183465,0.187651,0.192336,0.00476085,0.0124374,0.0203212,0.0281743,0.0362308,0.0197298
NGC6254,profiles/NGC_6254_M_10.txt,20,0.0633333,227.99988,0.172137,0.175782,0.179768,0.183613,0.188175,0.00565618,0.0129298,0.0206198,0.0282019,0.0355283,0.0195874
NGC6254,profiles/NGC_6254_M_10.txt,21,0.0666667,240.00012,0.168421,0.172152,0.176124,0.179821,0.184193,0.00597174,0.013158,0.0205131,0.0279663,0.0351987,0.0194021
NGC6254,profiles/NGC_6254_M_10.txt,22,0.07,252.00000000000003,0.164557,0.168494,0.172481,0.176087,0.180058,0.00614112,0.0133146,0.0205667,0.0276803,0.0347055,0.0191826
NGC6254,profiles/NGC_6254_M_10.txt,23,0.0733333,263.99988,0.160474,0.164877,0.168969,0.172613,0.176809,0.00605602,0.0131235,0.0205586,0.0272178,0.0344262,0.0189364
NGC6254,profiles/NGC_6254_M_10.txt,24,0.0766667,276.00012000000004,0.156672,0.161282,0.165534,0.169424,0.173799,0.00593969,0.0129435,0.0203659,0.0272173,0.0347152,0.0186696
NGC6254,profiles/NGC_6254_M_10.txt,25,0.08,288.0,0.153012,0.157846,0.162193,0.166212,0.170733,0.00542169,0.0124777,0.0201744,0.0274917,0.0345633,0.0183876
NGC6254,profiles/NGC_6254_M_10.txt,26,0.0833333,299.99988,0.149864,0.154519,0.159099,0.163419,0.168109,0.00478124,0.0120407,0.0198615,0.027619,0.034917,0.0180947
NGC6254,profiles/NGC_6254_M_10.txt,27,0.0866667,312.00012,0.14703,0.151523,0.156277,0.16081,0.16568,0.0042557,0.0115917,0.0195807,0.027621,0.0350361,0.0177943
NGC6254,profiles/NGC_6254_M_10.txt,28,0.09,324.0,0.144977,0.148873,0.153639,0.158406,0.16329,0.00387816,0.0110826,0.0192563,0.0274437,0.0352908,0.0174896
NGC6254,profiles/NGC_6254_M_10.txt,29,0.0933333,335.99988,0.142799,0.146738,0.151386,0.156221,0.161019,0.00320317,0.0108636,0.018902,0.0272538,0.0353966,0.0171829
NGC6254,profiles/NGC_6254_M_10.txt,30,0.0966667,348.00012,0.140835,0.144621,0.149256,0.154087,0.158645,0.00274793,0.0105321,0.0186433,0.0270194,0.0351526,0.0168762
NGC6254,profiles/NGC_6254_M_10.txt,31,0.1,360.0,0.1389,0.142755,0.147364,0.152057,0.156528,0.00234319,0.0101365,0.0182792,0.0266246,0.0348366,0.0165711
NGC6254,profiles/NGC_6254_M_10.txt,32,0.103333,371.9988,0.137009,0.140941,0.145642,0.150245,0.154385,0.00204476,0.00985086,0.0179824,0.0263469,0.0343817,0.0162688
NGC6254,profiles/NGC_6254_M_10.txt,33,0.106667,384.0012,0.135274,0.139382,0.144078,0.148477,0.152748,0.00186467,0.00958748,0.0176217,0.0260763,0.0340336,0.0159703
NGC6254,profiles/NGC_6254_M_10.txt,34,0.11,396.0,0.133728,0.137906,0.142632,0.147087,0.151257,0.00160681,0.00928119,0.0172722,0.0257743,0.0337746,0.0156765
NGC6254,profiles/NGC_6254_M_10.txt,35,0.113333,407.9988,0.132028,0.136624,0.141212,0.145711,0.14996,0.00141801,0.00895638,0.0167917,0.0253272,0.0337325,0.0153879
NGC6254,profiles/NGC_6254_M_10.txt,36,0.116667,420.0012,0.130491,0.13529,0.139872,0.144588,0.148519,0.000870862,0.0085264,0.0164472,0.0249243,0.033114,0.0151051
NGC6254,profiles/NGC_6254_M_10.txt,37,0.12,432.0,0.129138,0.134045,0.138736,0.143593,0.147423,0.000476486,0.00820888,0.0161038,0.0246156,0.0328543,0.0148282
NGC6254,profiles/NGC_6254_M_10.txt,38,0.123333,443.9988,0.127693,0.132626,0.137594,0.142763,0.146714,0.000339896,0.00771594,0.0157569,0.0242263,0.0322805,0.0145577
